month,t_sec,band_c,n,n_up_wins,p_up,avg_mid
2026-03,285,66,5,3,0.6,0.671
2026-03,285,68,7,6,0.8571,0.6886
2026-03,285,70,7,6,0.8571,0.7086
2026-03,285,72,6,4,0.6667,0.7333
2026-03,285,74,6,4,0.6667,0.7467
2026-03,285,76,3,0,0.0,0.7633
2026-03,285,78,7,5,0.7143,0.7879
2026-03,285,80,3,3,1.0,0.815
2026-03,285,82,7,6,0.8571,0.8321
2026-03,285,84,6,6,1.0,0.8467
2026-03,285,86,1,1,1.0,0.875
2026-03,285,88,3,3,1.0,0.8917
2026-03,285,90,4,4,1.0,0.9125
2026-03,285,92,2,1,0.5,0.925
2026-03,285,96,2,2,1.0,0.975
2026-03,300,2,1,0,0.0,0.025
2026-03,300,4,1,0,0.0,0.055
2026-03,300,6,4,0,0.0,0.07
2026-03,300,8,2,0,0.0,0.095
2026-03,300,10,3,0,0.0,0.115
2026-03,300,14,2,1,0.5,0.155
2026-03,300,16,5,2,0.4,0.171
2026-03,300,18,2,0,0.0,0.19
2026-03,300,20,4,0,0.0,0.21
2026-03,300,22,9,2,0.2222,0.23
2026-03,300,24,9,3,0.3333,0.2506
2026-03,300,26,6,1,0.1667,0.265
2026-03,300,28,7,1,0.1429,0.295
2026-03,300,30,6,2,0.3333,0.3117
2026-03,300,32,3,0,0.0,0.3283
2026-03,300,34,7,4,0.5714,0.3507
2026-03,300,36,6,0,0.0,0.3733
2026-03,300,38,5,2,0.4,0.392
2026-03,300,40,7,3,0.4286,0.41
2026-03,300,42,9,1,0.1111,0.4294
2026-03,300,44,6,3,0.5,0.4475
2026-03,300,46,9,3,0.3333,0.4689
2026-03,300,48,9,6,0.6667,0.4906
2026-03,300,50,12,9,0.75,0.5108
2026-03,300,52,5,3,0.6,0.529
2026-03,300,54,11,8,0.7273,0.5495
2026-03,300,56,4,3,0.75,0.575
2026-03,300,58,6,4,0.6667,0.59
2026-03,300,60,6,3,0.5,0.6083
2026-03,300,62,6,5,0.8333,0.6325
2026-03,300,64,10,7,0.7,0.6505
2026-03,300,66,3,2,0.6667,0.6717
2026-03,300,68,5,4,0.8,0.691
2026-03,300,70,7,7,1.0,0.7114
2026-03,300,72,9,6,0.6667,0.7294
2026-03,300,74,7,3,0.4286,0.7507
2026-03,300,76,3,2,0.6667,0.775
2026-03,300,78,5,4,0.8,0.791
2026-03,300,80,2,1,0.5,0.81
2026-03,300,82,8,8,1.0,0.8288
2026-03,300,84,5,5,1.0,0.851
2026-03,300,86,2,2,1.0,0.865
2026-03,300,88,4,4,1.0,0.8875
2026-03,300,90,4,4,1.0,0.9088
2026-03,300,92,1,0,0.0,0.925
2026-03,300,94,1,1,1.0,0.945
2026-03,300,96,2,2,1.0,0.97
2026-03,315,2,1,0,0.0,0.035
2026-03,315,4,2,0,0.0,0.05
2026-03,315,6,3,0,0.0,0.075
2026-03,315,8,2,0,0.0,0.09
2026-03,315,10,4,1,0.25,0.11
2026-03,315,12,3,0,0.0,0.1317
2026-03,315,14,2,1,0.5,0.15
2026-03,315,16,5,2,0.4,0.173
2026-03,315,18,3,0,0.0,0.19
2026-03,315,20,4,2,0.5,0.2088
2026-03,315,22,4,0,0.0,0.2313
2026-03,315,24,8,1,0.125,0.2512
2026-03,315,26,6,3,0.5,0.2667
2026-03,315,28,6,1,0.1667,0.2883
2026-03,315,30,7,2,0.2857,0.3121
2026-03,315,32,6,0,0.0,0.335
2026-03,315,34,7,2,0.2857,0.3529
2026-03,315,36,7,1,0.1429,0.3686
2026-03,315,38,13,5,0.3846,0.3912
2026-03,315,40,8,2,0.25,0.4075
2026-03,315,42,3,2,0.6667,0.4333
2026-03,315,44,8,5,0.625,0.4531
2026-03,315,46,5,1,0.2,0.474
2026-03,315,48,5,3,0.6,0.493
2026-03,315,50,6,3,0.5,0.5117
2026-03,315,52,5,4,0.8,0.533
2026-03,315,54,5,3,0.6,0.547
2026-03,315,56,6,5,0.8333,0.57
2026-03,315,58,6,4,0.6667,0.5917
2026-03,315,60,8,6,0.75,0.6094
2026-03,315,62,5,3,0.6,0.628
2026-03,315,64,7,5,0.7143,0.6521
2026-03,315,66,9,6,0.6667,0.6672
2026-03,315,68,8,8,1.0,0.6888
2026-03,315,70,11,8,0.7273,0.7095
2026-03,315,72,7,4,0.5714,0.7307
2026-03,315,74,3,0,0.0,0.7483
2026-03,315,76,4,3,0.75,0.7688
2026-03,315,78,9,7,0.7778,0.7883
2026-03,315,80,4,4,1.0,0.8088
2026-03,315,82,6,6,1.0,0.8317
2026-03,315,84,2,2,1.0,0.85
2026-03,315,86,5,5,1.0,0.869
2026-03,315,88,5,5,1.0,0.891
2026-03,315,90,1,1,1.0,0.905
2026-03,315,92,3,2,0.6667,0.9283
2026-03,315,94,1,1,1.0,0.955
2026-03,315,96,1,1,1.0,0.965
2026-03,315,98,1,1,1.0,0.98
2026-03,330,2,1,0,0.0,0.035
2026-03,330,4,1,0,0.0,0.055
2026-03,330,6,4,0,0.0,0.0688
2026-03,330,8,3,1,0.3333,0.0883
2026-03,330,10,3,0,0.0,0.1117
2026-03,330,12,3,1,0.3333,0.1283
2026-03,330,14,3,1,0.3333,0.1483
2026-03,330,16,5,1,0.2,0.173
2026-03,330,18,4,2,0.5,0.19
2026-03,330,20,8,2,0.25,0.2119
2026-03,330,22,5,0,0.0,0.23
2026-03,330,24,5,0,0.0,0.253
2026-03,330,26,4,0,0.0,0.27
2026-03,330,28,8,1,0.125,0.2888
2026-03,330,30,5,0,0.0,0.309
2026-03,330,32,6,3,0.5,0.3283
2026-03,330,34,7,2,0.2857,0.3464
2026-03,330,36,6,3,0.5,0.3692
2026-03,330,38,10,5,0.5,0.388
2026-03,330,40,7,5,0.7143,0.4079
2026-03,330,42,4,2,0.5,0.4275
2026-03,330,44,7,3,0.4286,0.4514
2026-03,330,46,9,1,0.1111,0.4683
2026-03,330,48,4,2,0.5,0.4875
2026-03,330,50,7,4,0.5714,0.5093
2026-03,330,52,8,4,0.5,0.5288
2026-03,330,54,2,1,0.5,0.55
2026-03,330,56,7,4,0.5714,0.57
2026-03,330,58,5,4,0.8,0.591
2026-03,330,60,6,4,0.6667,0.61
2026-03,330,62,4,4,1.0,0.6325
2026-03,330,64,12,9,0.75,0.6492
2026-03,330,66,4,3,0.75,0.6663
2026-03,330,68,4,4,1.0,0.6875
2026-03,330,70,10,8,0.8,0.7075
2026-03,330,72,8,5,0.625,0.7313
2026-03,330,74,6,5,0.8333,0.7533
2026-03,330,76,7,5,0.7143,0.7707
2026-03,330,78,3,2,0.6667,0.7833
2026-03,330,80,6,5,0.8333,0.81
2026-03,330,82,6,4,0.6667,0.8283
2026-03,330,84,4,4,1.0,0.85
2026-03,330,86,4,3,0.75,0.87
2026-03,330,88,4,4,1.0,0.89
2026-03,330,90,5,5,1.0,0.912
2026-03,330,92,1,0,0.0,0.925
2026-03,330,94,3,3,1.0,0.9517
2026-03,330,96,1,1,1.0,0.965
2026-03,330,98,1,1,1.0,0.985
2026-03,345,4,4,0,0.0,0.0463
2026-03,345,6,4,0,0.0,0.0675
2026-03,345,8,2,1,0.5,0.085
2026-03,345,10,3,1,0.3333,0.1083
2026-03,345,12,3,1,0.3333,0.125
2026-03,345,14,5,0,0.0,0.149
2026-03,345,16,5,2,0.4,0.168
2026-03,345,18,6,0,0.0,0.19
2026-03,345,20,2,0,0.0,0.21
2026-03,345,22,4,2,0.5,0.2275
2026-03,345,24,7,0,0.0,0.2529
2026-03,345,26,10,3,0.3,0.272
2026-03,345,28,5,1,0.2,0.289
2026-03,345,30,6,2,0.3333,0.3133
2026-03,345,32,5,1,0.2,0.331
2026-03,345,34,6,1,0.1667,0.3467
2026-03,345,36,5,3,0.6,0.373
2026-03,345,38,8,4,0.5,0.3887
2026-03,345,40,3,3,1.0,0.4067
2026-03,345,42,7,0,0.0,0.4307
2026-03,345,44,5,2,0.4,0.449
2026-03,345,46,4,3,0.75,0.4725
2026-03,345,48,7,3,0.4286,0.4936
2026-03,345,50,9,4,0.4444,0.5106
2026-03,345,52,11,4,0.3636,0.5314
2026-03,345,54,3,1,0.3333,0.5483
2026-03,345,56,8,7,0.875,0.5681
2026-03,345,58,3,3,1.0,0.5917
2026-03,345,60,5,3,0.6,0.611
2026-03,345,62,2,1,0.5,0.635
2026-03,345,64,8,7,0.875,0.6487
2026-03,345,66,5,4,0.8,0.669
2026-03,345,68,7,6,0.8571,0.6921
2026-03,345,70,6,4,0.6667,0.71
2026-03,345,72,12,8,0.6667,0.7308
2026-03,345,74,9,7,0.7778,0.7506
2026-03,345,76,2,1,0.5,0.77
2026-03,345,78,7,5,0.7143,0.7907
2026-03,345,80,1,0,0.0,0.805
2026-03,345,82,6,5,0.8333,0.825
2026-03,345,84,8,7,0.875,0.8469
2026-03,345,86,5,4,0.8,0.869
2026-03,345,88,3,3,1.0,0.8883
2026-03,345,90,5,5,1.0,0.907
2026-03,345,92,3,3,1.0,0.925
2026-03,345,94,2,2,1.0,0.945
2026-03,345,96,3,3,1.0,0.965
2026-03,345,98,1,1,1.0,0.98
2026-03,360,2,1,0,0.0,0.035
2026-03,360,4,4,0,0.0,0.05
2026-03,360,6,5,1,0.2,0.071
2026-03,360,8,2,1,0.5,0.095
2026-03,360,12,8,1,0.125,0.1306
2026-03,360,14,3,0,0.0,0.1467
2026-03,360,16,4,1,0.25,0.17
2026-03,360,18,4,1,0.25,0.1925
2026-03,360,20,4,0,0.0,0.2113
2026-03,360,22,2,0,0.0,0.23
2026-03,360,24,6,1,0.1667,0.2483
2026-03,360,26,8,2,0.25,0.2713
2026-03,360,28,6,1,0.1667,0.2917
2026-03,360,30,5,1,0.2,0.311
2026-03,360,32,4,2,0.5,0.33
2026-03,360,34,7,1,0.1429,0.3507
2026-03,360,36,8,3,0.375,0.37
2026-03,360,38,7,4,0.5714,0.3907
2026-03,360,40,6,1,0.1667,0.4083
2026-03,360,42,7,3,0.4286,0.4279
2026-03,360,44,9,5,0.5556,0.4467
2026-03,360,46,6,1,0.1667,0.4675
2026-03,360,48,5,3,0.6,0.495
2026-03,360,50,6,3,0.5,0.5075
2026-03,360,52,5,2,0.4,0.53
2026-03,360,54,6,3,0.5,0.5492
2026-03,360,56,4,2,0.5,0.5675
2026-03,360,58,4,4,1.0,0.59
2026-03,360,60,7,6,0.8571,0.6093
2026-03,360,62,4,3,0.75,0.63
2026-03,360,64,8,5,0.625,0.65
2026-03,360,66,6,6,1.0,0.6683
2026-03,360,68,7,5,0.7143,0.6893
2026-03,360,70,7,7,1.0,0.7121
2026-03,360,72,10,6,0.6,0.731
2026-03,360,74,7,6,0.8571,0.7507
2026-03,360,76,5,2,0.4,0.773
2026-03,360,78,8,5,0.625,0.7863
2026-03,360,80,5,4,0.8,0.809
2026-03,360,82,5,5,1.0,0.833
2026-03,360,84,5,4,0.8,0.855
2026-03,360,86,2,2,1.0,0.87
2026-03,360,88,4,4,1.0,0.8925
2026-03,360,90,3,3,1.0,0.915
2026-03,360,92,4,4,1.0,0.93
2026-03,360,94,2,2,1.0,0.945
2026-03,360,96,4,4,1.0,0.9675
2026-03,360,98,1,1,1.0,0.985
2026-03,375,2,3,0,0.0,0.0283
2026-03,375,4,2,1,0.5,0.045
2026-03,375,6,5,1,0.2,0.069
2026-03,375,8,3,0,0.0,0.085
2026-03,375,10,7,0,0.0,0.1107
2026-03,375,12,2,0,0.0,0.13
2026-03,375,14,3,0,0.0,0.1467
2026-03,375,16,3,1,0.3333,0.1683
2026-03,375,18,4,0,0.0,0.1875
2026-03,375,20,3,0,0.0,0.2017
2026-03,375,22,4,0,0.0,0.23
2026-03,375,24,5,1,0.2,0.251
2026-03,375,26,5,1,0.2,0.271
2026-03,375,28,6,1,0.1667,0.2883
2026-03,375,30,7,3,0.4286,0.3107
2026-03,375,32,4,1,0.25,0.325
2026-03,375,34,8,4,0.5,0.3538
2026-03,375,36,3,1,0.3333,0.375
2026-03,375,38,9,5,0.5556,0.3906
2026-03,375,40,10,2,0.2,0.409
2026-03,375,42,6,2,0.3333,0.4308
2026-03,375,44,6,1,0.1667,0.4475
2026-03,375,46,2,1,0.5,0.475
2026-03,375,48,10,5,0.5,0.4905
2026-03,375,50,5,0,0.0,0.507
2026-03,375,52,8,6,0.75,0.53
2026-03,375,54,7,4,0.5714,0.5479
2026-03,375,56,5,4,0.8,0.568
2026-03,375,58,8,7,0.875,0.5887
2026-03,375,60,5,3,0.6,0.609
2026-03,375,62,6,5,0.8333,0.6283
2026-03,375,64,8,4,0.5,0.6506
2026-03,375,66,6,5,0.8333,0.6667
2026-03,375,68,3,2,0.6667,0.6867
2026-03,375,70,8,5,0.625,0.71
2026-03,375,72,7,7,1.0,0.7293
2026-03,375,74,8,5,0.625,0.7488
2026-03,375,76,5,5,1.0,0.768
2026-03,375,78,7,7,1.0,0.79
2026-03,375,80,2,1,0.5,0.805
2026-03,375,82,3,2,0.6667,0.8283
2026-03,375,84,3,3,1.0,0.8517
2026-03,375,86,8,7,0.875,0.8713
2026-03,375,88,3,3,1.0,0.8883
2026-03,375,90,3,3,1.0,0.915
2026-03,375,92,3,3,1.0,0.9283
2026-03,375,94,5,5,1.0,0.949
2026-03,375,96,3,3,1.0,0.965
2026-03,375,98,1,1,1.0,0.985
2026-03,390,2,4,0,0.0,0.03
2026-03,390,4,2,1,0.5,0.05
2026-03,390,6,6,1,0.1667,0.07
2026-03,390,8,3,0,0.0,0.0917
2026-03,390,10,3,0,0.0,0.1067
2026-03,390,12,4,0,0.0,0.13
2026-03,390,14,5,1,0.2,0.153
2026-03,390,16,6,1,0.1667,0.1675
2026-03,390,18,3,0,0.0,0.1917
2026-03,390,20,3,0,0.0,0.2117
2026-03,390,22,6,1,0.1667,0.2317
2026-03,390,24,6,2,0.3333,0.2483
2026-03,390,26,4,2,0.5,0.2725
2026-03,390,28,4,0,0.0,0.29
2026-03,390,30,5,3,0.6,0.313
2026-03,390,32,6,2,0.3333,0.3283
2026-03,390,34,7,0,0.0,0.3507
2026-03,390,36,3,0,0.0,0.3717
2026-03,390,38,7,1,0.1429,0.3907
2026-03,390,40,2,2,1.0,0.415
2026-03,390,42,5,1,0.2,0.429
2026-03,390,44,13,7,0.5385,0.4496
2026-03,390,46,8,5,0.625,0.4713
2026-03,390,48,8,2,0.25,0.4913
2026-03,390,50,5,3,0.6,0.509
2026-03,390,52,6,3,0.5,0.5317
2026-03,390,54,5,4,0.8,0.547
2026-03,390,56,3,2,0.6667,0.5683
2026-03,390,58,8,6,0.75,0.59
2026-03,390,60,7,4,0.5714,0.61
2026-03,390,62,7,4,0.5714,0.6271
2026-03,390,64,6,5,0.8333,0.6492
2026-03,390,66,7,4,0.5714,0.6714
2026-03,390,68,2,2,1.0,0.6875
2026-03,390,70,6,4,0.6667,0.7083
2026-03,390,72,4,3,0.75,0.7275
2026-03,390,74,8,6,0.75,0.7506
2026-03,390,76,6,6,1.0,0.7733
2026-03,390,78,7,6,0.8571,0.7893
2026-03,390,80,4,3,0.75,0.8125
2026-03,390,82,8,7,0.875,0.83
2026-03,390,84,4,4,1.0,0.855
2026-03,390,86,2,2,1.0,0.87
2026-03,390,88,4,3,0.75,0.8925
2026-03,390,90,5,5,1.0,0.911
2026-03,390,92,5,5,1.0,0.931
2026-03,390,94,5,5,1.0,0.953
2026-03,390,96,2,2,1.0,0.97
2026-03,390,98,1,1,1.0,0.985
2026-03,405,2,3,0,0.0,0.0283
2026-03,405,4,6,1,0.1667,0.0483
2026-03,405,6,2,1,0.5,0.0675
2026-03,405,8,6,1,0.1667,0.09
2026-03,405,10,3,0,0.0,0.1083
2026-03,405,14,4,1,0.25,0.1525
2026-03,405,16,6,0,0.0,0.1692
2026-03,405,18,6,0,0.0,0.1917
2026-03,405,20,3,0,0.0,0.2117
2026-03,405,22,2,0,0.0,0.23
2026-03,405,24,6,1,0.1667,0.2517
2026-03,405,26,7,3,0.4286,0.2664
2026-03,405,28,5,0,0.0,0.291
2026-03,405,30,6,3,0.5,0.3083
2026-03,405,32,8,3,0.375,0.3313
2026-03,405,34,4,0,0.0,0.345
2026-03,405,36,5,0,0.0,0.371
2026-03,405,38,4,2,0.5,0.3875
2026-03,405,40,8,3,0.375,0.41
2026-03,405,42,6,2,0.3333,0.4283
2026-03,405,44,8,2,0.25,0.4475
2026-03,405,46,5,2,0.4,0.467
2026-03,405,48,5,4,0.8,0.494
2026-03,405,50,3,2,0.6667,0.5117
2026-03,405,52,6,3,0.5,0.5283
2026-03,405,54,13,9,0.6923,0.5504
2026-03,405,56,6,5,0.8333,0.5667
2026-03,405,58,7,5,0.7143,0.5879
2026-03,405,60,4,2,0.5,0.6075
2026-03,405,62,5,2,0.4,0.629
2026-03,405,64,5,4,0.8,0.655
2026-03,405,66,4,3,0.75,0.67
2026-03,405,68,5,3,0.6,0.693
2026-03,405,70,4,3,0.75,0.71
2026-03,405,72,6,5,0.8333,0.7267
2026-03,405,74,4,3,0.75,0.75
2026-03,405,76,7,6,0.8571,0.7693
2026-03,405,78,11,9,0.8182,0.7891
2026-03,405,80,3,2,0.6667,0.815
2026-03,405,82,2,1,0.5,0.825
2026-03,405,84,4,4,1.0,0.8513
2026-03,405,86,7,7,1.0,0.8693
2026-03,405,88,5,4,0.8,0.891
2026-03,405,90,5,5,1.0,0.909
2026-03,405,92,7,7,1.0,0.9307
2026-03,405,94,3,3,1.0,0.9483
2026-03,405,96,4,4,1.0,0.9675
2026-03,405,98,1,1,1.0,0.985
2026-03,420,0,1,0,0.0,0.015
2026-03,420,2,2,0,0.0,0.025
2026-03,420,4,6,1,0.1667,0.0475
2026-03,420,6,4,1,0.25,0.065
2026-03,420,8,6,0,0.0,0.09
2026-03,420,10,2,1,0.5,0.115
2026-03,420,12,5,1,0.2,0.132
2026-03,420,14,2,0,0.0,0.1475
2026-03,420,16,6,0,0.0,0.1658
2026-03,420,18,4,0,0.0,0.195
2026-03,420,20,5,0,0.0,0.212
2026-03,420,22,3,0,0.0,0.2317
2026-03,420,24,5,0,0.0,0.249
2026-03,420,26,4,3,0.75,0.2675
2026-03,420,28,8,1,0.125,0.2888
2026-03,420,30,3,1,0.3333,0.3117
2026-03,420,32,4,0,0.0,0.33
2026-03,420,34,4,0,0.0,0.35
2026-03,420,36,6,2,0.3333,0.3708
2026-03,420,38,9,4,0.4444,0.3889
2026-03,420,40,9,3,0.3333,0.4094
2026-03,420,42,8,3,0.375,0.4263
2026-03,420,44,5,2,0.4,0.451
2026-03,420,46,2,2,1.0,0.465
2026-03,420,48,3,1,0.3333,0.4917
2026-03,420,50,8,6,0.75,0.51
2026-03,420,52,6,5,0.8333,0.5283
2026-03,420,54,9,4,0.4444,0.55
2026-03,420,56,5,2,0.4,0.567
2026-03,420,58,5,4,0.8,0.591
2026-03,420,60,5,4,0.8,0.611
2026-03,420,62,5,4,0.8,0.631
2026-03,420,64,4,4,1.0,0.6475
2026-03,420,66,11,9,0.8182,0.6709
2026-03,420,68,3,2,0.6667,0.6883
2026-03,420,70,4,2,0.5,0.71
2026-03,420,72,4,2,0.5,0.7275
2026-03,420,74,5,2,0.4,0.749
2026-03,420,76,6,6,1.0,0.7658
2026-03,420,78,5,4,0.8,0.793
2026-03,420,80,3,3,1.0,0.8083
2026-03,420,82,7,7,1.0,0.8293
2026-03,420,84,8,6,0.75,0.85
2026-03,420,86,5,5,1.0,0.873
2026-03,420,88,7,6,0.8571,0.8864
2026-03,420,90,4,4,1.0,0.91
2026-03,420,92,4,4,1.0,0.9325
2026-03,420,94,5,5,1.0,0.949
2026-03,420,96,3,3,1.0,0.965
2026-03,420,98,2,2,1.0,0.985
2026-03,435,0,1,0,0.0,0.015
2026-03,435,2,5,1,0.2,0.031
2026-03,435,4,7,0,0.0,0.0507
2026-03,435,6,2,0,0.0,0.075
2026-03,435,8,8,1,0.125,0.0912
2026-03,435,10,2,0,0.0,0.11
2026-03,435,14,6,1,0.1667,0.1475
2026-03,435,16,2,0,0.0,0.175
2026-03,435,18,4,1,0.25,0.1925
2026-03,435,20,2,0,0.0,0.21
2026-03,435,22,9,1,0.1111,0.2306
2026-03,435,24,7,1,0.1429,0.2543
2026-03,435,26,5,1,0.2,0.275
2026-03,435,28,6,0,0.0,0.2892
2026-03,435,30,6,3,0.5,0.3075
2026-03,435,32,3,3,1.0,0.3267
2026-03,435,34,3,2,0.6667,0.3517
2026-03,435,36,6,1,0.1667,0.37
2026-03,435,38,7,0,0.0,0.3886
2026-03,435,40,8,3,0.375,0.4125
2026-03,435,42,4,1,0.25,0.4275
2026-03,435,44,9,3,0.3333,0.4506
2026-03,435,46,6,4,0.6667,0.4667
2026-03,435,48,4,2,0.5,0.4925
2026-03,435,50,6,5,0.8333,0.51
2026-03,435,52,2,1,0.5,0.53
2026-03,435,54,5,3,0.6,0.553
2026-03,435,56,5,4,0.8,0.57
2026-03,435,58,5,4,0.8,0.591
2026-03,435,60,4,3,0.75,0.6075
2026-03,435,62,5,3,0.6,0.631
2026-03,435,64,6,6,1.0,0.65
2026-03,435,66,5,3,0.6,0.675
2026-03,435,68,6,4,0.6667,0.6883
2026-03,435,70,6,3,0.5,0.7092
2026-03,435,72,4,3,0.75,0.7325
2026-03,435,74,8,5,0.625,0.7475
2026-03,435,76,5,5,1.0,0.769
2026-03,435,78,7,6,0.8571,0.7907
2026-03,435,80,7,6,0.8571,0.8093
2026-03,435,82,6,5,0.8333,0.8317
2026-03,435,84,5,4,0.8,0.854
2026-03,435,86,4,4,1.0,0.8675
2026-03,435,88,3,2,0.6667,0.8883
2026-03,435,90,5,5,1.0,0.915
2026-03,435,92,7,7,1.0,0.9279
2026-03,435,94,3,3,1.0,0.95
2026-03,435,96,5,5,1.0,0.967
2026-03,435,98,3,3,1.0,0.985
2026-03,450,0,3,0,0.0,0.015
2026-03,450,2,7,1,0.1429,0.0321
2026-03,450,4,6,0,0.0,0.05
2026-03,450,6,4,1,0.25,0.07
2026-03,450,8,3,0,0.0,0.0883
2026-03,450,10,4,0,0.0,0.1075
2026-03,450,12,2,0,0.0,0.125
2026-03,450,14,3,0,0.0,0.1517
2026-03,450,16,7,1,0.1429,0.1707
2026-03,450,18,4,0,0.0,0.19
2026-03,450,20,2,1,0.5,0.215
2026-03,450,22,5,0,0.0,0.227
2026-03,450,24,6,0,0.0,0.2517
2026-03,450,26,8,3,0.375,0.2725
2026-03,450,28,3,1,0.3333,0.2917
2026-03,450,30,5,2,0.4,0.309
2026-03,450,32,2,0,0.0,0.335
2026-03,450,34,8,5,0.625,0.3506
2026-03,450,36,5,0,0.0,0.371
2026-03,450,38,8,3,0.375,0.3913
2026-03,450,40,4,1,0.25,0.41
2026-03,450,42,5,1,0.2,0.429
2026-03,450,44,9,3,0.3333,0.4489
2026-03,450,46,5,2,0.4,0.47
2026-03,450,48,3,2,0.6667,0.4883
2026-03,450,50,4,3,0.75,0.505
2026-03,450,52,6,4,0.6667,0.5292
2026-03,450,54,5,4,0.8,0.553
2026-03,450,56,3,2,0.6667,0.5717
2026-03,450,58,6,5,0.8333,0.59
2026-03,450,60,4,3,0.75,0.605
2026-03,450,62,4,3,0.75,0.63
2026-03,450,64,2,2,1.0,0.645
2026-03,450,66,9,4,0.4444,0.6694
2026-03,450,68,8,8,1.0,0.69
2026-03,450,70,3,2,0.6667,0.7083
2026-03,450,72,5,5,1.0,0.727
2026-03,450,74,5,4,0.8,0.753
2026-03,450,76,7,5,0.7143,0.7714
2026-03,450,78,5,1,0.2,0.789
2026-03,450,80,7,6,0.8571,0.8107
2026-03,450,82,7,7,1.0,0.8336
2026-03,450,84,4,3,0.75,0.8525
2026-03,450,86,7,6,0.8571,0.8671
2026-03,450,88,4,4,1.0,0.895
2026-03,450,90,6,5,0.8333,0.915
2026-03,450,92,5,5,1.0,0.929
2026-03,450,94,6,6,1.0,0.95
2026-03,450,96,4,4,1.0,0.97
2026-03,450,98,3,3,1.0,0.985
2026-03,465,0,3,0,0.0,0.015
2026-03,465,2,7,1,0.1429,0.0307
2026-03,465,4,4,0,0.0,0.0475
2026-03,465,6,7,0,0.0,0.0693
2026-03,465,8,8,1,0.125,0.0888
2026-03,465,12,4,0,0.0,0.13
2026-03,465,14,3,1,0.3333,0.155
2026-03,465,16,4,1,0.25,0.17
2026-03,465,18,5,2,0.4,0.191
2026-03,465,20,4,0,0.0,0.2088
2026-03,465,22,4,0,0.0,0.23
2026-03,465,24,9,1,0.1111,0.2489
2026-03,465,26,4,2,0.5,0.2725
2026-03,465,28,4,0,0.0,0.2875
2026-03,465,30,6,3,0.5,0.3058
2026-03,465,32,2,0,0.0,0.33
2026-03,465,34,4,0,0.0,0.3488
2026-03,465,36,7,3,0.4286,0.37
2026-03,465,38,3,1,0.3333,0.3917
2026-03,465,40,5,2,0.4,0.412
2026-03,465,42,1,0,0.0,0.435
2026-03,465,44,6,3,0.5,0.4483
2026-03,465,46,8,3,0.375,0.4688
2026-03,465,48,4,2,0.5,0.49
2026-03,465,50,5,2,0.4,0.508
2026-03,465,52,9,6,0.6667,0.5317
2026-03,465,54,2,2,1.0,0.545
2026-03,465,56,7,3,0.4286,0.5664
2026-03,465,58,6,3,0.5,0.5892
2026-03,465,60,3,2,0.6667,0.6083
2026-03,465,62,3,2,0.6667,0.6317
2026-03,465,64,4,3,0.75,0.6475
2026-03,465,66,7,6,0.8571,0.6686
2026-03,465,68,8,8,1.0,0.6894
2026-03,465,70,5,3,0.6,0.707
2026-03,465,72,5,4,0.8,0.731
2026-03,465,74,6,4,0.6667,0.745
2026-03,465,76,3,2,0.6667,0.7683
2026-03,465,78,6,6,1.0,0.79
2026-03,465,80,6,4,0.6667,0.81
2026-03,465,82,6,5,0.8333,0.8267
2026-03,465,84,4,4,1.0,0.845
2026-03,465,86,8,7,0.875,0.8725
2026-03,465,88,8,7,0.875,0.8912
2026-03,465,90,3,3,1.0,0.915
2026-03,465,92,5,5,1.0,0.93
2026-03,465,94,7,7,1.0,0.9507
2026-03,465,96,4,4,1.0,0.9675
2026-03,465,98,3,3,1.0,0.985
2026-03,480,0,3,0,0.0,0.015
2026-03,480,2,10,1,0.1,0.03
2026-03,480,4,5,0,0.0,0.047
2026-03,480,6,8,0,0.0,0.0713
2026-03,480,8,5,1,0.2,0.092
2026-03,480,10,2,1,0.5,0.105
2026-03,480,12,2,0,0.0,0.13
2026-03,480,14,4,0,0.0,0.1475
2026-03,480,16,2,1,0.5,0.175
2026-03,480,18,5,0,0.0,0.193
2026-03,480,20,7,1,0.1429,0.2079
2026-03,480,22,10,2,0.2,0.231
2026-03,480,24,4,1,0.25,0.2525
2026-03,480,28,7,1,0.1429,0.2871
2026-03,480,30,2,1,0.5,0.31
2026-03,480,32,2,0,0.0,0.335
2026-03,480,34,2,1,0.5,0.355
2026-03,480,36,8,2,0.25,0.3719
2026-03,480,38,6,2,0.3333,0.3883
2026-03,480,40,6,2,0.3333,0.41
2026-03,480,42,3,0,0.0,0.4317
2026-03,480,44,6,2,0.3333,0.4483
2026-03,480,46,3,2,0.6667,0.4683
2026-03,480,48,7,4,0.5714,0.4921
2026-03,480,50,4,3,0.75,0.51
2026-03,480,52,4,2,0.5,0.53
2026-03,480,54,5,4,0.8,0.549
2026-03,480,56,4,1,0.25,0.5675
2026-03,480,58,3,3,1.0,0.5883
2026-03,480,60,3,1,0.3333,0.6083
2026-03,480,62,4,3,0.75,0.63
2026-03,480,64,5,4,0.8,0.647
2026-03,480,66,6,3,0.5,0.6692
2026-03,480,68,6,5,0.8333,0.6883
2026-03,480,70,6,5,0.8333,0.71
2026-03,480,72,11,10,0.9091,0.7291
2026-03,480,74,4,3,0.75,0.7475
2026-03,480,76,6,5,0.8333,0.7717
2026-03,480,78,7,7,1.0,0.7879
2026-03,480,80,3,3,1.0,0.805
