month,t_sec,band_c,n,n_up_wins,p_up,med_spread
2026-04,450,66,49,36,0.7347,0.01
2026-04,450,68,54,40,0.7407,0.01
2026-04,450,70,48,34,0.7083,0.01
2026-04,450,72,46,31,0.6739,0.01
2026-04,450,74,58,44,0.7586,0.01
2026-04,450,76,55,45,0.8182,0.01
2026-04,450,78,55,46,0.8364,0.01
2026-04,450,80,51,37,0.7255,0.01
2026-04,450,82,49,40,0.8163,0.01
2026-04,450,84,74,69,0.9324,0.01
2026-04,450,86,68,63,0.9265,0.01
2026-04,450,88,68,56,0.8235,0.01
2026-04,450,90,57,51,0.8947,0.01
2026-04,450,92,64,58,0.9063,0.01
2026-04,450,94,66,66,1.0,0.01
2026-04,450,96,46,44,0.9565,0.01
2026-04,450,98,21,21,1.0,0.01
2026-04,600,0,102,1,0.0098,0.0085
2026-04,600,2,118,2,0.0169,0.01
2026-04,600,4,87,5,0.0575,0.01
2026-04,600,6,78,7,0.0897,0.01
2026-04,600,8,55,3,0.0545,0.01
2026-04,600,10,49,7,0.1429,0.01
2026-04,600,12,60,10,0.1667,0.01
2026-04,600,14,49,9,0.1837,0.01
2026-04,600,16,52,18,0.3462,0.01
2026-04,600,18,48,6,0.125,0.01
2026-04,600,20,51,6,0.1176,0.01
2026-04,600,22,39,9,0.2308,0.01
2026-04,600,24,38,10,0.2632,0.01
2026-04,600,26,35,7,0.2,0.01
2026-04,600,28,35,9,0.2571,0.01
2026-04,600,30,36,7,0.1944,0.01
2026-04,600,32,26,8,0.3077,0.01
2026-04,600,34,32,11,0.3438,0.01
2026-04,600,36,41,12,0.2927,0.01
2026-04,600,38,31,10,0.3226,0.01
2026-04,600,40,25,10,0.4,0.01
2026-04,600,42,39,22,0.5641,0.01
2026-04,600,44,35,21,0.6,0.01
2026-04,600,46,36,12,0.3333,0.01
2026-04,600,48,38,15,0.3947,0.01
2026-04,600,50,34,14,0.4118,0.01
2026-04,600,52,25,14,0.56,0.01
2026-04,600,54,35,19,0.5429,0.01
2026-04,600,56,31,18,0.5806,0.01
2026-04,600,58,36,25,0.6944,0.01
2026-04,600,60,31,19,0.6129,0.01
2026-04,600,62,36,21,0.5833,0.01
2026-04,600,64,42,26,0.619,0.01
2026-04,600,66,46,31,0.6739,0.01
2026-04,600,68,38,26,0.6842,0.01
2026-04,600,70,36,24,0.6667,0.01
2026-04,600,72,36,29,0.8056,0.01
2026-04,600,74,39,29,0.7436,0.01
2026-04,600,76,41,36,0.878,0.01
2026-04,600,78,46,32,0.6957,0.01
2026-04,600,80,54,46,0.8519,0.01
2026-04,600,82,55,45,0.8182,0.01
2026-04,600,84,45,36,0.8,0.01
2026-04,600,86,57,56,0.9825,0.01
2026-04,600,88,71,63,0.8873,0.01
2026-04,600,90,72,64,0.8889,0.01
2026-04,600,92,82,80,0.9756,0.01
2026-04,600,94,86,85,0.9884,0.01
2026-04,600,96,133,129,0.9699,0.01
2026-04,600,98,102,102,1.0,0.007
2026-04,690,0,208,1,0.0048,0.004
2026-04,690,2,130,1,0.0077,0.01
2026-04,690,4,81,7,0.0864,0.01
2026-04,690,6,73,5,0.0685,0.01
2026-04,690,8,60,7,0.1167,0.01
2026-04,690,10,44,5,0.1136,0.01
2026-04,690,12,47,7,0.1489,0.01
2026-04,690,14,43,6,0.1395,0.01
2026-04,690,16,39,8,0.2051,0.01
2026-04,690,18,40,10,0.25,0.01
2026-04,690,20,46,10,0.2174,0.01
2026-04,690,22,34,10,0.2941,0.01
2026-04,690,24,18,8,0.4444,0.01
2026-04,690,26,27,4,0.1481,0.01
2026-04,690,28,31,3,0.0968,0.01
2026-04,690,30,29,7,0.2414,0.01
2026-04,690,32,22,8,0.3636,0.01
2026-04,690,34,29,7,0.2414,0.01
2026-04,690,36,24,10,0.4167,0.01
2026-04,690,38,25,12,0.48,0.01
2026-04,690,40,30,12,0.4,0.01
2026-04,690,42,31,10,0.3226,0.01
2026-04,690,44,19,11,0.5789,0.01
2026-04,690,46,20,12,0.6,0.01
2026-04,690,48,38,18,0.4737,0.01
2026-04,690,50,24,12,0.5,0.01
2026-04,690,52,20,7,0.35,0.01
2026-04,690,54,22,12,0.5455,0.01
2026-04,690,56,28,14,0.5,0.01
2026-04,690,58,31,20,0.6452,0.01
2026-04,690,60,28,15,0.5357,0.01
2026-04,690,62,27,18,0.6667,0.01
2026-04,690,64,28,17,0.6071,0.01
2026-04,690,66,25,18,0.72,0.01
2026-04,690,68,27,19,0.7037,0.01
2026-04,690,70,26,19,0.7308,0.01
2026-04,690,72,31,22,0.7097,0.01
2026-04,690,74,29,25,0.8621,0.01
2026-04,690,76,34,31,0.9118,0.01
2026-04,690,78,25,20,0.8,0.01
2026-04,690,80,36,28,0.7778,0.01
2026-04,690,82,44,36,0.8182,0.01
2026-04,690,84,35,31,0.8857,0.01
2026-04,690,86,48,43,0.8958,0.01
2026-04,690,88,62,52,0.8387,0.01
2026-04,690,90,70,65,0.9286,0.01
2026-04,690,92,64,59,0.9219,0.01
2026-04,690,94,90,87,0.9667,0.01
2026-04,690,96,158,154,0.9747,0.01
2026-04,690,98,197,197,1.0,0.004
2026-05,300,0,1,0,0.0,0.01
2026-05,300,2,4,0,0.0,0.01
2026-05,300,4,5,0,0.0,0.01
2026-05,300,6,6,0,0.0,0.01
2026-05,300,8,11,0,0.0,0.01
2026-05,300,10,20,1,0.05,0.01
2026-05,300,12,21,3,0.1429,0.01
2026-05,300,14,21,3,0.1429,0.01
2026-05,300,16,16,2,0.125,0.01
2026-05,300,18,22,3,0.1364,0.01
2026-05,300,20,14,3,0.2143,0.01
2026-05,300,22,20,5,0.25,0.01
2026-05,300,24,28,10,0.3571,0.01
2026-05,300,26,23,5,0.2174,0.01
2026-05,300,28,20,3,0.15,0.01
2026-05,300,30,29,9,0.3103,0.01
2026-05,300,32,25,5,0.2,0.01
2026-05,300,34,27,9,0.3333,0.01
2026-05,300,36,27,14,0.5185,0.01
2026-05,300,38,29,10,0.3448,0.01
2026-05,300,40,31,13,0.4194,0.01
2026-05,300,42,31,9,0.2903,0.01
2026-05,300,44,25,11,0.44,0.01
2026-05,300,46,25,7,0.28,0.01
2026-05,300,48,34,17,0.5,0.01
2026-05,300,50,27,19,0.7037,0.01
2026-05,300,52,28,10,0.3571,0.01
2026-05,300,54,19,8,0.4211,0.01
2026-05,300,56,22,10,0.4545,0.01
2026-05,300,58,20,13,0.65,0.01
2026-05,300,60,17,10,0.5882,0.01
2026-05,300,62,30,17,0.5667,0.01
2026-05,300,64,16,9,0.5625,0.01
2026-05,300,66,31,23,0.7419,0.01
2026-05,300,68,27,18,0.6667,0.01
2026-05,300,70,20,13,0.65,0.01
2026-05,300,72,22,18,0.8182,0.01
2026-05,300,74,19,13,0.6842,0.01
2026-05,300,76,14,11,0.7857,0.01
2026-05,300,78,28,22,0.7857,0.01
2026-05,300,80,22,17,0.7727,0.01
2026-05,300,82,23,20,0.8696,0.01
2026-05,300,84,14,11,0.7857,0.01
2026-05,300,86,20,20,1.0,0.01
2026-05,300,88,19,17,0.8947,0.01
2026-05,300,90,15,14,0.9333,0.01
2026-05,300,92,13,12,0.9231,0.01
2026-05,300,94,5,5,1.0,0.01
2026-05,300,96,9,9,1.0,0.01
2026-05,300,98,2,2,1.0,0.01
2026-05,450,0,10,0,0.0,0.01
2026-05,450,2,24,1,0.0417,0.01
2026-05,450,4,31,1,0.0323,0.01
2026-05,450,6,34,0,0.0,0.01
2026-05,450,8,17,3,0.1765,0.01
2026-05,450,10,21,2,0.0952,0.01
2026-05,450,12,19,1,0.0526,0.01
2026-05,450,14,18,4,0.2222,0.01
2026-05,450,16,16,1,0.0625,0.01
2026-05,450,18,15,1,0.0667,0.01
2026-05,450,20,21,4,0.1905,0.01
2026-05,450,22,15,5,0.3333,0.01
2026-05,450,24,22,3,0.1364,0.01
2026-05,450,26,19,6,0.3158,0.01
2026-05,450,28,21,4,0.1905,0.01
2026-05,450,30,20,3,0.15,0.01
2026-05,450,32,20,4,0.2,0.01
2026-05,450,34,24,8,0.3333,0.01
2026-05,450,36,17,8,0.4706,0.01
2026-05,450,38,22,8,0.3636,0.01
2026-05,450,40,19,7,0.3684,0.01
2026-05,450,42,17,5,0.2941,0.01
2026-05,450,44,14,5,0.3571,0.01
2026-05,450,46,16,8,0.5,0.01
2026-05,450,48,14,8,0.5714,0.01
2026-05,450,50,13,5,0.3846,0.01
2026-05,450,52,13,9,0.6923,0.01
2026-05,450,54,20,6,0.3,0.01
2026-05,450,56,30,14,0.4667,0.01
2026-05,450,58,18,11,0.6111,0.01
2026-05,450,60,19,11,0.5789,0.01
2026-05,450,62,13,8,0.6154,0.01
2026-05,450,64,18,14,0.7778,0.01
2026-05,450,66,28,16,0.5714,0.01
2026-05,450,68,22,15,0.6818,0.01
2026-05,450,70,21,14,0.6667,0.01
2026-05,450,72,18,14,0.7778,0.01
2026-05,450,74,21,15,0.7143,0.01
2026-05,450,76,21,16,0.7619,0.01
2026-05,450,78,25,20,0.8,0.01
2026-05,450,80,14,13,0.9286,0.01
2026-05,450,82,11,11,1.0,0.01
2026-05,450,84,13,9,0.6923,0.01
2026-05,450,86,23,21,0.913,0.01
2026-05,450,88,20,19,0.95,0.01
2026-05,450,90,23,22,0.9565,0.01
2026-05,450,92,31,28,0.9032,0.01
2026-05,450,94,34,31,0.9118,0.01
2026-05,450,96,21,20,0.9524,0.01
2026-05,450,98,16,16,1.0,0.01
2026-05,600,0,29,1,0.0345,0.005
2026-05,600,2,61,2,0.0328,0.01
2026-05,600,4,43,0,0.0,0.01
2026-05,600,6,33,0,0.0,0.01
2026-05,600,8,23,5,0.2174,0.01
2026-05,600,10,20,1,0.05,0.01
2026-05,600,12,24,0,0.0,0.01
2026-05,600,14,18,1,0.0556,0.01
2026-05,600,16,14,1,0.0714,0.01
2026-05,600,18,19,2,0.1053,0.01
2026-05,600,20,18,6,0.3333,0.01
2026-05,600,22,17,3,0.1765,0.01
2026-05,600,24,11,1,0.0909,0.01
2026-05,600,26,12,3,0.25,0.01
2026-05,600,28,15,3,0.2,0.01
2026-05,600,30,13,2,0.1538,0.01
2026-05,600,32,19,5,0.2632,0.01
2026-05,600,34,11,2,0.1818,0.01
2026-05,600,36,9,3,0.3333,0.01
2026-05,600,38,9,2,0.2222,0.01
2026-05,600,40,8,1,0.125,0.01
2026-05,600,42,16,7,0.4375,0.01
2026-05,600,44,11,7,0.6364,0.01
2026-05,600,46,8,2,0.25,0.01
2026-05,600,48,15,11,0.7333,0.01
2026-05,600,50,15,7,0.4667,0.01
2026-05,600,52,10,7,0.7,0.01
2026-05,600,54,16,7,0.4375,0.01
2026-05,600,56,11,8,0.7273,0.01
2026-05,600,58,7,4,0.5714,0.01
2026-05,600,60,12,5,0.4167,0.01
2026-05,600,62,6,4,0.6667,0.01
2026-05,600,64,15,8,0.5333,0.01
2026-05,600,66,12,8,0.6667,0.01
2026-05,600,68,11,9,0.8182,0.01
2026-05,600,70,13,7,0.5385,0.01
2026-05,600,72,14,9,0.6429,0.01
2026-05,600,74,20,15,0.75,0.01
2026-05,600,76,15,10,0.6667,0.01
2026-05,600,78,17,15,0.8824,0.01
2026-05,600,80,21,16,0.7619,0.01
2026-05,600,82,18,17,0.9444,0.01
2026-05,600,84,17,14,0.8235,0.01
2026-05,600,86,21,18,0.8571,0.01
2026-05,600,88,22,17,0.7727,0.01
2026-05,600,90,32,29,0.9063,0.01
2026-05,600,92,30,29,0.9667,0.01
2026-05,600,94,37,35,0.9459,0.01
2026-05,600,96,49,48,0.9796,0.01
2026-05,600,98,49,49,1.0,0.003
2026-05,690,0,76,1,0.0132,0.003
2026-05,690,2,58,1,0.0172,0.01
2026-05,690,4,42,2,0.0476,0.01
2026-05,690,6,22,2,0.0909,0.01
2026-05,690,8,28,1,0.0357,0.01
2026-05,690,10,11,0,0.0,0.01
2026-05,690,12,23,1,0.0435,0.01
2026-05,690,14,16,3,0.1875,0.01
2026-05,690,16,23,5,0.2174,0.01
2026-05,690,18,11,2,0.1818,0.01
2026-05,690,20,5,1,0.2,0.01
2026-05,690,22,7,0,0.0,0.01
2026-05,690,24,6,0,0.0,0.01
2026-05,690,26,15,3,0.2,0.01
2026-05,690,28,12,2,0.1667,0.01
2026-05,690,30,10,4,0.4,0.01
2026-05,690,32,11,4,0.3636,0.01
2026-05,690,34,11,7,0.6364,0.01
2026-05,690,36,7,3,0.4286,0.01
2026-05,690,38,11,5,0.4545,0.01
2026-05,690,40,9,4,0.4444,0.01
2026-05,690,42,7,4,0.5714,0.01
2026-05,690,44,15,3,0.2,0.01
2026-05,690,46,14,7,0.5,0.01
2026-05,690,48,6,3,0.5,0.01
2026-05,690,50,11,6,0.5455,0.01
2026-05,690,52,4,1,0.25,0.01
2026-05,690,54,3,2,0.6667,0.01
2026-05,690,56,10,7,0.7,0.01
2026-05,690,58,8,3,0.375,0.01
2026-05,690,60,7,3,0.4286,0.01
2026-05,690,62,7,3,0.4286,0.01
2026-05,690,64,11,9,0.8182,0.01
2026-05,690,66,11,2,0.1818,0.01
2026-05,690,68,8,4,0.5,0.01
2026-05,690,70,10,5,0.5,0.01
2026-05,690,72,15,11,0.7333,0.01
2026-05,690,74,16,12,0.75,0.01
2026-05,690,76,10,7,0.7,0.01
2026-05,690,78,8,6,0.75,0.01
2026-05,690,80,3,2,0.6667,0.01
2026-05,690,82,10,8,0.8,0.01
2026-05,690,84,17,14,0.8235,0.01
2026-05,690,86,17,15,0.8824,0.01
2026-05,690,88,13,12,0.9231,0.01
2026-05,690,90,29,27,0.931,0.01
2026-05,690,92,37,35,0.9459,0.01
2026-05,690,94,43,39,0.907,0.01
2026-05,690,96,49,46,0.9388,0.01
2026-05,690,98,87,85,0.977,0.002
ALL,300,0,8,0,0.0,0.01
ALL,300,2,47,0,0.0,0.01
ALL,300,4,91,3,0.033,0.01
ALL,300,6,159,9,0.0566,0.01
ALL,300,8,173,16,0.0925,0.01
ALL,300,10,252,20,0.0794,0.01
ALL,300,12,270,33,0.1222,0.01
ALL,300,14,250,32,0.128,0.01
ALL,300,16,315,44,0.1397,0.01
ALL,300,18,334,59,0.1766,0.01
ALL,300,20,380,75,0.1974,0.01
ALL,300,22,397,95,0.2393,0.01
ALL,300,24,398,99,0.2487,0.01
ALL,300,26,396,111,0.2803,0.01
ALL,300,28,387,106,0.2739,0.01
ALL,300,30,436,138,0.3165,0.01
ALL,300,32,426,133,0.3122,0.01
ALL,300,34,470,165,0.3511,0.01
ALL,300,36,449,166,0.3697,0.01
ALL,300,38,479,218,0.4551,0.01
ALL,300,40,451,184,0.408,0.01
ALL,300,42,430,176,0.4093,0.01
ALL,300,44,476,239,0.5021,0.01
ALL,300,46,472,235,0.4979,0.01
ALL,300,48,577,285,0.4939,0.01
ALL,300,50,731,352,0.4815,0.01
ALL,300,52,404,208,0.5149,0.01
ALL,300,54,446,251,0.5628,0.01
ALL,300,56,450,246,0.5467,0.01
ALL,300,58,397,226,0.5693,0.01
ALL,300,60,416,241,0.5793,0.01
ALL,300,62,431,257,0.5963,0.01
ALL,300,64,391,244,0.624,0.01
ALL,300,66,483,335,0.6936,0.01
ALL,300,68,461,310,0.6725,0.01
ALL,300,70,389,287,0.7378,0.01
ALL,300,72,457,343,0.7505,0.01
ALL,300,74,383,282,0.7363,0.01
ALL,300,76,387,295,0.7623,0.01
ALL,300,78,373,304,0.815,0.01
ALL,300,80,331,275,0.8308,0.01
ALL,300,82,343,295,0.8601,0.01
ALL,300,84,277,244,0.8809,0.01
ALL,300,86,268,236,0.8806,0.01
ALL,300,88,233,208,0.8927,0.01
ALL,300,90,200,183,0.915,0.01
ALL,300,92,146,135,0.9247,0.01
ALL,300,94,83,83,1.0,0.01
ALL,300,96,47,47,1.0,0.01
ALL,300,98,12,12,1.0,0.01
ALL,450,0,111,1,0.009,0.01
ALL,450,2,295,6,0.0203,0.01
ALL,450,4,396,15,0.0379,0.01
ALL,450,6,415,14,0.0337,0.01
ALL,450,8,380,27,0.0711,0.01
ALL,450,10,387,38,0.0982,0.01
ALL,450,12,410,63,0.1537,0.01
ALL,450,14,383,37,0.0966,0.01
ALL,450,16,328,56,0.1707,0.01
ALL,450,18,322,44,0.1366,0.01
ALL,450,20,395,102,0.2582,0.01
ALL,450,22,367,88,0.2398,0.01
ALL,450,24,383,103,0.2689,0.01
ALL,450,26,319,95,0.2978,0.01
ALL,450,28,338,71,0.2101,0.01
ALL,450,30,313,98,0.3131,0.01
ALL,450,32,345,110,0.3188,0.01
ALL,450,34,314,117,0.3726,0.01
ALL,450,36,292,116,0.3973,0.01
ALL,450,38,304,103,0.3388,0.01
ALL,450,40,314,125,0.3981,0.01
ALL,450,42,283,123,0.4346,0.01
ALL,450,44,311,128,0.4116,0.01
ALL,450,46,289,136,0.4706,0.01
ALL,450,48,371,180,0.4852,0.01
ALL,450,50,554,279,0.5036,0.01
ALL,450,52,283,146,0.5159,0.01
ALL,450,54,312,168,0.5385,0.01
ALL,450,56,317,181,0.571,0.01
ALL,450,58,267,160,0.5993,0.01
ALL,450,60,316,198,0.6266,0.01
ALL,450,62,304,189,0.6217,0.01
ALL,450,64,337,222,0.6588,0.01
ALL,450,66,328,208,0.6341,0.01
ALL,450,68,352,240,0.6818,0.01
ALL,450,70,332,229,0.6898,0.01
ALL,450,72,329,231,0.7021,0.01
ALL,450,74,357,285,0.7983,0.01
ALL,450,76,359,270,0.7521,0.01
ALL,450,78,382,309,0.8089,0.01
ALL,450,80,363,294,0.8099,0.01
ALL,450,82,362,308,0.8508,0.01
ALL,450,84,388,342,0.8814,0.01
ALL,450,86,407,361,0.887,0.01
ALL,450,88,401,361,0.9002,0.01
ALL,450,90,380,344,0.9053,0.01
ALL,450,92,412,387,0.9393,0.01
ALL,450,94,400,384,0.96,0.01
ALL,450,96,327,319,0.9755,0.01
ALL,450,98,120,120,1.0,0.01
ALL,600,0,567,7,0.0123,0.01
ALL,600,2,813,15,0.0185,0.01
ALL,600,4,570,26,0.0456,0.01
ALL,600,6,541,21,0.0388,0.01
ALL,600,8,427,37,0.0867,0.01
ALL,600,10,422,36,0.0853,0.01
ALL,600,12,368,57,0.1549,0.01
ALL,600,14,326,36,0.1104,0.01
ALL,600,16,314,60,0.1911,0.01
ALL,600,18,292,45,0.1541,0.01
ALL,600,20,282,49,0.1738,0.01
ALL,600,22,268,54,0.2015,0.01
ALL,600,24,266,69,0.2594,0.01
ALL,600,26,241,71,0.2946,0.01
ALL,600,28,253,62,0.2451,0.01
ALL,600,30,254,59,0.2323,0.01
ALL,600,32,210,65,0.3095,0.01
ALL,600,34,206,63,0.3058,0.01
ALL,600,36,207,67,0.3237,0.01
ALL,600,38,219,69,0.3151,0.01
ALL,600,40,200,74,0.37,0.01
ALL,600,42,203,90,0.4433,0.01
ALL,600,44,205,100,0.4878,0.01
ALL,600,46,214,97,0.4533,0.01
ALL,600,48,311,158,0.508,0.01
ALL,600,50,454,227,0.5,0.01
ALL,600,52,199,110,0.5528,0.01
ALL,600,54,221,133,0.6018,0.01
ALL,600,56,223,122,0.5471,0.01
ALL,600,58,193,113,0.5855,0.01
ALL,600,60,221,131,0.5928,0.01
ALL,600,62,191,117,0.6126,0.01
ALL,600,64,217,140,0.6452,0.01
ALL,600,66,237,158,0.6667,0.01
ALL,600,68,244,177,0.7254,0.01
ALL,600,70,241,174,0.722,0.01
ALL,600,72,240,174,0.725,0.01
ALL,600,74,256,192,0.75,0.01
ALL,600,76,281,214,0.7616,0.01
ALL,600,78,282,216,0.766,0.01
ALL,600,80,311,258,0.8296,0.01
ALL,600,82,316,266,0.8418,0.01
ALL,600,84,350,293,0.8371,0.01
ALL,600,86,359,323,0.8997,0.01
ALL,600,88,395,345,0.8734,0.01
ALL,600,90,470,430,0.9149,0.01
ALL,600,92,527,503,0.9545,0.01
ALL,600,94,636,611,0.9607,0.01
ALL,600,96,851,837,0.9835,0.01
ALL,600,98,604,602,0.9967,0.01
ALL,690,0,1111,7,0.0063,0.01
ALL,690,2,980,16,0.0163,0.01
ALL,690,4,544,20,0.0368,0.01
ALL,690,6,457,27,0.0591,0.01
ALL,690,8,410,25,0.061,0.01
ALL,690,10,336,38,0.1131,0.01
ALL,690,12,321,36,0.1121,0.01
ALL,690,14,263,39,0.1483,0.01
ALL,690,16,245,34,0.1388,0.01
ALL,690,18,250,48,0.192,0.01
ALL,690,20,238,51,0.2143,0.01
ALL,690,22,192,42,0.2188,0.01
ALL,690,24,195,46,0.2359,0.01
ALL,690,26,186,40,0.2151,0.01
ALL,690,28,207,41,0.1981,0.01
ALL,690,30,205,53,0.2585,0.01
ALL,690,32,166,53,0.3193,0.01
ALL,690,34,157,52,0.3312,0.01
ALL,690,36,149,57,0.3826,0.01
ALL,690,38,157,67,0.4268,0.01
ALL,690,40,170,65,0.3824,0.01
ALL,690,42,170,71,0.4176,0.01
ALL,690,44,167,73,0.4371,0.01
ALL,690,46,155,73,0.471,0.01
ALL,690,48,276,140,0.5072,0.01
ALL,690,50,388,209,0.5387,0.01
ALL,690,52,153,84,0.549,0.01
ALL,690,54,149,79,0.5302,0.01
ALL,690,56,170,96,0.5647,0.01
ALL,690,58,147,88,0.5986,0.01
ALL,690,60,172,107,0.6221,0.01
ALL,690,62,156,105,0.6731,0.01
ALL,690,64,174,103,0.592,0.01
ALL,690,66,163,110,0.6748,0.01
ALL,690,68,167,124,0.7425,0.01
ALL,690,70,200,138,0.69,0.01
ALL,690,72,208,153,0.7356,0.01
ALL,690,74,202,146,0.7228,0.01
ALL,690,76,203,166,0.8177,0.01
ALL,690,78,203,167,0.8227,0.01
ALL,690,80,221,158,0.7149,0.01
ALL,690,82,272,232,0.8529,0.01
ALL,690,84,237,208,0.8776,0.01
ALL,690,86,273,240,0.8791,0.01
ALL,690,88,352,316,0.8977,0.01
ALL,690,90,377,347,0.9204,0.01
ALL,690,92,509,471,0.9253,0.01
ALL,690,94,616,588,0.9545,0.01
ALL,690,96,1004,975,0.9711,0.01
ALL,690,98,1219,1213,0.9951,0.01
